Data,Sentiment
বাজে নাটক একটা সময় নষট করা হলো,0
টাকার কাছে মোশারফ করিম আজ বিকরিত,0
নিশো ভাই নাটকটার সকপট টা ভালনা,0
না দেখিয়ে নিরমল আননদের গঠনমূলক নাটক দেখানো উচিত ,0
নাটক  টা খুব ভালো ছিলো,1
নাটকা আমাকে ও কাদাইয়া ফেললোভাল এমন কাজই আমার চাই,1
খুব ভালো লাগলোসতযিই খুব সুনদর,1
মেয়েরা এতো পাজি হয় কেমন করেআবার কষমাও পেয়ে যায়,0
আমার কাছে অনেক সুনদর লাকচেকিনতু বাবা ছিল অনেক বেসি সাররথপর,1
ফালতু একটা নাটক পুরো সময়টা নসট করলাম,0
আমার কাছে অনেক ভালো লাগছে জানি না কার কাছে কেমন লাগবে,1
মনের অজানতেই চুখে পানি চলে এসেছে অনেক অনেক ভালো হইছে,1
তিশার জামা এখন খুব বেসি অশলীলতা  এসব কি,0
ফাউল নাটক শুধু শুধু সময় নষট,0
নাসতিক আর কুততার জনম যাদের সেই নোংরা পরিবার এই নাটকে,0
এইসব ফালতু কযারেকটারের কারণে আজকে নাটকের এই অবনতি,0
চরম বাজে ভিডিওগরাফী শুধু মাথা গুরতেছে,0
অসাধারণ নাটক টি কার কেমন লাগলো বলে যাবেন,1
একটা ভালো ছেলেকে একটা মেয়ে কি ভাবে খারাপ করে চলে যাই,1
নামাজের দাওয়াত খুব ভাল লাগল,1
আসা করি আগামীতে আরো সুনদর নাটক পাবো,1
সতযি অসাধারণ একটি নাটকখুব ভালো লাগলো,1
ফালতু একটা নাটক এবং ফালতু অভিনয়,0
আনেক ভালো লাগলো ভায়া,1
নিশো ভাইকে দাড়িতে খুব ভাল লাগে,1
এই রকম নাটক উপহার  দেওয়ার জননো সুকরিয়া,1
বালের নাটক এটা একদম সুনদর না,0
এই রকম লেইম সটোরি জীবনে দেখি নাই,0
কমন কাহিনী তবে অভিনয় অসথিরজুটিটাও অসথির,0
শামীম ভাই আপনি একটা মাল ভাই,1
পাগলামির একটা সীমা থাকা দরকার,0
এত ফালতু নাটকও বাংলাদেশে হয় হা হা হা কিরে শাউইননা,0
খুব ভালো হয়েছেএক কথায় অসাধারণ,1
পুরা নাটকে একটা মাগির ভাড়া করছে তাও আবার অভিনয় করে না,0
নাটকের গলপটা অসাধারন নিশো ভাই  সেরা,1
বাবা মায়ের সাথে এভাবে উচচসবরে কথা বলাটা উচিত হয় নি,0
মে এবং মেয়ের বাবারা সারথপর হয়,1
তোদের যেমন খুশি তেমন নাটক করবি না  এটা সমাজ বিরোধী ,0
তোরা তো আসলেই নষট তোরা তো রানডি মাদারচোদ,0
আমার দেখা সেরা নাটক ছিলো এইটা এই নাটকটাতে অনেক কিছু শিখার আছে,1
অনেক সুনদর একটা নাটক চোখের পানি ধোরে রাখা জায়না,1
এই সব কিসমাজের পরতি দায়িতবশীল অবসথান থেকে নাটক বানান,0
পুরো নাটক দেখেঅশলীল বলে চলে যানধনযবাদ সবাইকে,0
কুকুর নিয়ে অত বাডাবাডী ঠিক হয়নি,0
আসলেই খুব ভালো লাগলো,1
আগের বারের বুকের বা পাশেথেকেও অনেক ভালো লাগছে,1
নাটক দেখে নিশুর নাটক দেখা অফ করলাম  নিশু গাজা খোর,0
ধনযবাদ পরিচারকে এমন সুনদর নাটক উপহার দেওয়ার জনযে,1
সে এখন নিজের জনপরিয়তার বারোটা বাজাতে নেমেছে ফালতু নাটক,0
শালির ঘরের শালি তুই মজা বুজিস না,0
দেশের নাটক গুলো সসতা হয়ে গেছে,0
নিশো ভাইকে বলবো এমন অশলীল নাটক না করতে,0
বাল ছাল বানালেই নাটক হয় না,0
কমন না করে পারলাম না শালার নাটক বানালি মাদার সুদেরা,0
এই চরিতরে রিয়াজ কে একদম ফালতু মনে হইল,0
খুব সুনদর একটা নাটক অনেক ভালো লাগলো  ধনযবাদ,1
অনেক ভালো একটি নাটক  নামাজের কথা বলায় নাটকটি আরও ভাল লেগেছে,1
শেষ ফিনিশিং টা ভালো হয়নি,0
আমি এই নাটকের বালের ডিরেকটর রে দেখতে চাই,0
সালার নাটক এতো ভালো লাগে কেরে,1
কি অার বলবো এক কথায় অসাধারন,1
সুনদর নাটকটি আমার ভীষণ ভালো লেগেছে,1
অসাধারন  দেখতে দেখতে চোখে জল চলে আসল,1
লেবু বেশি চিপকাইলে এমনটাই হয়,0
ফাহিম নামকে অপমান করা হইছে তীবর  পরতিবাদ ও ঘৃনা জানাচছি,0
আশা  করি আরো ভালোনাটোক করুক,1
খুব ভালো লাগল এই নাটকে নামাজের উপদেশ দেওয়ার জনয,1
এই রকম একটি রাতরি জীবনের জনয পরয়োজন,1
একইরকম কাহিনী তাই তেমন ভাল লাগেনি,0
অপূরব আর আননদ খালেদকে অসাধারণ মানায়,1
বাজে নাটক এখানে খারাপ ছাড়া ভালো কিছু শেখার নাই,0
অসাধারণ কনসেপট কাজল আরেফিন অমি ভাই,1
সাফার ঢং দেখলে গাঁ জবলে,0
ভালোবেসে কোনো মানুষের কষতি করার অধিকার কারো নেই,1
আবারো নিশো ভাইয়ের অভিনয়ে মুগধ হলাম,1
এটাই বাসতব জীবনের গলপ হলেই ভালো হতো নাম টা,1
এত সুনদর  নাটক  আমি আর কখনো দেখেনি,1
অনেক বেশি ভালো ছিলো সটোরি  দুইজনের একটিং,1
নাটক নাটক ভাব কনটেনট এর অভাব,0
কি বলবো বলার ভাষা হারিয়ে ফেলেছি  এককথায় অসাধারণ,1
নাটকে অশলীল ডুকে গেছে বলে কেউ নাটক দেখে না,0
আমার লাইফ এর দেখা সব থেকে আজাইরা ফালতু নাটক,0
তানজিন তিশা একটু বেশী ঝুনা পাকা আরকি,0
ছোট করে বলছি নাটক টি অনেক সুনদর  বিউটিফুল,1
দেত শালার বালের নাটক এটা কোন কারেক টার  হলো নায়িকাদের,0
অনেক দিন পর  সুনদর নাটক দেখলাম,1
এনডিংটা ভাল লাগে নাই  আরো ভাল করতে পারতো,0
নাটকের নাম দেখলেই শরীর জবলে,0
অসাধারণ জুটিদুজনের অভিনয়ে অনেক ভালো ছিল,1
কি বোকাচুদা নাকি  এইভাবে কি  ঘুরায়,0
অসাধারণ একটা নাটক  অনেক ভালো লাগলো,1
নেকামির একটা মাতরা থাকেফালতু একটা নাটক,0
কি বলবো ভাষা নেই বলারসুনদর একটা নাটক,1
এটি কোন নাটক হয়লোসব টাইম পাস,0
কোন খানকীর পুতে এই ধনের নাটকের লেখক বালের নাটক,0
তানজিন তিশা ছেলেদের গায়ে বেশি বেশি ওড়তে ছায়  পালতু মেয়ে,0
অসাধারণ টা নাটকধনযবাদ আরিয়ান ভাই,1
মন থেকে ভালোবাসা ভাই আপনার জনয,1
নোংরামি বেশী হয়ছে অসভয,0
মা বাবার ভালবাসার কাছে নিজের ভালবাসা এভাবেই হারিয়ে যায়,1
গরুর মাংস না দেখালেই ভালো হতো,0
পাগলা নাটক একটাপুরা কাপাই দিছে,0
লাসট তাইলে দুদুমিয়া দুধ খাইছে,0
পাগল ছাগল পরিচালক  কোথায় থেকে যে আসে পালতু একটা নাটক,0
ভাই এ ভাই আপনার নাটক টা অনেক সুনদর হয়েছে,1
সব মিলিয়েই তুমি আমার দারুণ ভাগযরাশি,1
শালির ঘরের শালি মজা বুজিস না,0
আসলে পোশাক টা ভালো ছিলো নাহ,0
অনেক সুনদর একটা নাটক খুবই ভালো লাগলো,1
ফালতু নাটক সময় টাই বরবাদ,0
ফালতু একটা নাটক এর চেয়ে বাজে কিছু হতে পারে না,0
নাটকের শেষের কথা গুলি খুব ভাল লাগলো,1
বরতমানে নিশু ই সেরা অসাধারণ অভিনয়,1
ওই শালির ঘরে শালি একদম লরবি না মেরে ফেলবো কিনতু,0
মিল হওয়াটা খুব খারাপ লাগলো,0
আজাইরা নাটক কমেনট পড়েই দেখার ইচছা মরে গেছে,0
ধনযবাদএতো সুনদর নাটক উপহার দেয়ার জনয,1
পুরুষ জাতির ইজজত ডুবাইয়া দিছে,0
ফালতু নাটক দেইখা সময় টা নষট করলাম,0
তিশা আপপি এবং নিশো ভাইয়া পারফেকট জুটি,1
নাটুকের তো কিছুই বুঝলাম না,0
আবারও বুকের বা পাশের মতো এই নাটক পাবে,1
নাটকটা আনেক ভালো লাগলো,1
অসাধারণ একটি নাটক খুব ভালো লাগলো ধনযবাদ সবাইকে,1
অনেক অনেক অনেক সুনদর হয়েছে যা বলে বুজানো যাবেনা,1
নাটকে  ডিগরি ঘুরানোর মানে কিযততসব আজাইরা,0
ফালতু নাটক দেত সময় নষট,0
এক কথায় অসথির পরথম ভালবাসাগুলো বুঝি এমনি হয়,1
এত ফালতু নাটক দেখে মেজাজটাই খারাপ হয়ে গেল,0
দেখা শুরু করলাম নাটক অবশযই ভালো   হবে,1
নাটক টা খুব সুনদর হয়ছে,1
খুব সুনদর একটা নাটক য় পারট করেন,1
ভাই ভালো কোনো গলপ নাইবাজে গলপ,0
শাহনাজ খুশির অভিনয় সতযি অসাধারণ চখে পানি চলে আসে,1
আখম হাসান  মানে অসাধারন অনেক সুনদর  হইছে  নাটক টি,1
অনে দারুন ছিলো অসথির ভালো,1
ভাইয়ের নাটক সব সময় বেসট,1
এই সমাজে এরকম কিগঠে  মিথযা গলপ নাটক,0
সব ভাল নাটক কি এনটিভি ই বানায়লাভ ইউ এনটিভি,1
এতো ফালতু কিছু জীবনেও দেখিনাই,0
আমার দেখা সবচেয়ে ফালতু থারডকলাশ নাটক,0
লেবু বেশি চিপলে তেতো হয়ে যায় এক ধারা নাটক অফ করেন ,0
মিজানুর রহমান আরিয়ানকে ধনযবাদ কি দুরদানত নাটক,1
ফালতু নাটক মনে হয় পরিচালকের মাথা ঠিক ছিল না,0
সেরা ঈদের নাটকচোখে জল চোলে এলো,1
অসাধারন কাহিনি সেই সাথে অপূরব মিথিলা নিখুঁত অভিনয় করেছেন,1
আরো ভালো ভালো নাটক চাই,1
নাটক টা খুব ভালো লাগছে,1
কথার চেয়ে মিউজিকের আওয়াজ বেশি,0
ওরা হচছে সমাজ নষট হওয়ার জনয দাই,0
ফালতু একটা নাটক  থারড কলাস  জঘনয,0
আমি শিহরিত এই গলপের নাটক দেখে এর সেরা নাটক হয়েছে,1
মোশারফ করিম কে পাকিসতানি খুজে গুয়া মারতো,0
বালের একটা নাটক আমার দেখা সব থেকে নিশো বাজে নাটক এটি,0
 মিনিটের পর থেকে মাথার চানদি ঘুরছে মাদারটেসট,0
অসাধারণ ভাইনিশো ভাই তোমার দবারাই এটা সমভব,1
         কার কার নাটকটা ভালো লাকছে লাইক করে জানান,1
ছেলেরাই পারে এভাবে ভালোবাসতেঅসথির বস,0
এইটা কোন কথা সাইকেল থেকে পরলে এভাবে মাথা ফাটে,1
একটা ও নায়িকা সুনদর নাই এর চাইতে আমার বউ সুনদর,1
যদি সতযি বলি এটা একটা গাঁজাখুরি গলপ,0
যে সব নাটক গুলি হইয়াছে সব গুলি এক মনে হচছে,0
এই জীবনে অপূরবের সব নাটক দেখে নিতে হবেজীবনতো একটাই,1
ওমি ভাই আপনার অনেকে নাটক দেখছি বাট এইটা খুব ভালো ছিল,1
কোন আবাল রা যে  দেয় বুঝিনা,0
একটা কুকুরের নাম ফাহিম ফালতু যতসব নযাকানমি,0
আমার জীবনে সেরা একটা নাটক দেখলাম,1
মোশাররফ কারিম মানেই নাটকের নামে নিনম রুচির ফাতরামি,0
এই নাটকটা জে লিখছে ও গাজা খাইয়া লিখছে,0
আরাফান নিশু ভাই নাটকটা সতযি ভাল লাগছে,1
সময়োপযোগী নাটক  অসাধারণ,1
ধনযবাদ একটি ভালো নাটক উপহার দেওয়ার জনয,1
ভালতু নাটক একটা নাটক এতো ফালতু কি করে হয়,0
খালিডেলে দেয় অসাধারণ  কথা ভাই,1
আমার মতো পাগলা ফযান কে কে আছেন নিশো বস এর হাত তুলেন,0
হালারপো হালা আমার   ফেরত দে,0
চোখের পানি থামছেই না নাটকের সেরা জুটি,1
ইয়াক থুঃ আমার  মিনিট নষট,0
কোন গাধার বাচচা এই নাটক লিখছে,0
নাটক টা ভালো হবে তাই আগেই কমেনট করলাম,1
সতযিই অসাধারণ খুব ভাল লাগলো নাটকটি,1
খুব ভালো লাগলো সেই মজা পাইলাম,1
 সালের সব চেয়ে ফালতু নাটক এটা,0
গলপ তেমন ভালো না ঈদের ছুটি সময় পার করছি,0
কোন মাদারচোত বানিয়েছে এমন ফালতু নাটক শালা,0
আমার দেখা     নাটক এইটাখুবই ভাল ছিল,1
এর পরে সেইরাম গাঞজা খোর চাই,0
ফালতু  একটা নাটক শুদু সময় নষট,0
অসাধারণ খুব ভালো লাগলো,1
অভিনয় সতযিই অনেক কঠিনমা কে বিটি বলা লাগছে অভিনয় এর জনয,1
ভালোই লাগলো নাটকের ইভেনট গুলো সুনদর ছিলো,1
অসাধারন শেষ  সিনে নিজের অজানতেই  চোখ  গড়িয়ে পানি,1
সতযিকারের ভালোবাসা গুলা এরকমই হয়,1
বিনোদনের নামে পাগলামি ছাড়া আর কিছুই নেইযতসব,0
অসাধারণ আমার কাছে অভিনয় মনে হয়নি বাসতব ঘটনা মনে  হল,1
এই নাটকে  দেয় কোন বুদধিজীবীরা,0
নাটকের কাহিনি টা ভাল লাকছে,1
দুদু কোথায় দিনদুপুরে এসব কি হুম,0
এইভাবেইতো মাইয়ারা ছেলেদের মাথাটা খায়,1
নামাজের বিষয় টা ভাল লাগলো,1
আমার খুব পরিয় একজন মানুষের জনয নাটক টি,1
 এর সেরা নাটক এটাই হওয়া উচিত,1
আমাদের দেশের নাটকের এ কি দুর অবসথা,0
এটা আমার জীবনের সবচেয়ে বাজে নাটক দেখলাম আজ,0
নাটকের পোশাক টা ভালোলাগে নি,0
এরকম বাল না বানাইলে হয় না ভাই,0
ভালো লাগে নাই খুব ই  বাজে কোয়ালিটি,0
মেয়েরা সবভাবতই এরকমটাই হয়ওদের বুঝা খুব মুশকিল,0
কে রসগোললার মতো দেখতে লাগে,0
এইটা কি কোন নাটকের পরযায় পরে,0
ফাউল নাটক কিছুই নাই ভিতরে,0
আমার বালের নাটক একদমই ভালো লাগে নাই,0
তিশাকে যত দেখছি তত মুগধ হয়ে যাচছি,1
নামাজের কথা শুনে অনেক ভালো লাগছে,1
বার বার নাটকের মাঝে এড দিলে ভাইয়া কোমন লাগে,0
মোশারফ একটা বলদা তার অভিনয়ই তেমন,0
নষটামির জায়গা পায়না টাকার জনয সব পারে,0
তিশা আপুকে সবসময় ভালো লাগে,1
বড় খামমা ভুল করে ভুল জায়গায়,0
মোশারফ করিমকে ভাল লাগে না নাকি নাটক ভাল লাগে না,0
নাটকের শেষটুকুও ভাল লাগেনি একদম,0
শাওনের কাছে এমন অখাদয আশা করি নাই,0
ধনযবাদ এত সুনদর একটা গলপ দৃশযমান করার জনয,1
বাসতবে এখন কার ভাই গুলো ঠিক এমন,1
নাটকে এইভাবে  করা একদম ঠিক হয়নি,0
সব নাটকের একই থিমভাললাগেনা আর,0
নাটকটা যতই দেখছি ততই রাগ হচছে,0
অপূরব মানেইনাহ পরশংসা করলে কম হয়ে যাবে,1
অসাধারণ তানজিন তিশা আমার বালো লাগার একজনকাতার থেকে,1
পরিচালকনাটক টা পরিবার নিয়ে দেখা যাবে ,0
সেই একটা নাকট নাটকটা দেখে খুব ভালো লাগলো,1
নাটক টা এক কথায় অসাধারণকিছু বলার নাই,1
ছবির অনেক টা সিন পাওয়া যায় মোট কথা নাটক টা অসাধারণ,1
বাংলা কবির সিং বললে ভুল হবে নাচালচলন পুরাই কবির সিং,1
অনেক দিন পরে ভাল একটা নাটক দেখলাম,1
খুব ভালো লাগলো নামাজ পরার উপদেশ দেয়া  নাটক টাও সেই,1
কি অশলীল ভংগী আর ভাষার বযাবহার,0
বাহনামাজের দাওয়াত দিয়া দিলেন ভাইখুব ভাল লাগলো,1
বাংলাদেশের একমাতর নায়কের পারসোনালিটি আছে নিশো ভাই থেকে,1
ফালতু নাটক করে হালার পো হালামোশারফ,0
মাইরালাইছে নাবিলা এত ভালো অভিনয় করলো কেমতে,1
এদের পেটে না মাথায় গযাসটিক যত সব ফালতু নাটক,0
ভালো লাগলো নাটকটা অসাধারণ একটি নাটক,1
শেষটা আরো বেশি ভালো লেগেছে,1
খুব ভালো সটোরি সতযি মন তা  ভোরে গেলো,1
লাসটের  মিনিট পুরা নাটকের পুটকি মেরে দিছে,0
আমার কাছে ভাল গলপ আছে লাগলে  করতে পারেন ,1
সাউনড কোয়ালিটি খুবই খারাপ,0
কাহমালের অভিনয় ভালো হইছে,1
কিছু বোঝেনা নাবোকা নিরবোধ,0
অসাধারণ নাটক আমার দেখা নাটকের মধযে অনযতম সেরা একটি নাটক,1
ফালতু নাটক আমাদের ঢাকার কাচকি বিরানি দেখলে মন ভরে যায়,0
এত সুনদর নাটক তৈরি করার জনযে অনেক  অনেক ধনযবাদ,1
নাটকের ভাষা গুলো এতো বাজে কেন ওড়না গুলো কি উড়ে গেছে,0
এর থেকে খারাপ কিছু হইতে পারে নাহ,0
আজকালকার রিলেশন গুলোই এই রকম বিরকত হলাম নাটকটা দেখে,0
মেয়ে দুইটা কি পোশাক পড়ছে ছি,0
বড় ছেলে দেখার পর থেকে আমি বাংলাদেশী নাটকের পরেমে পড়ে গেছি,1
ফালতু একটা নটক এইটা কনো কাহিনি হলো,0
টাইম নসট করলামফালতু পরিচালক,0
খানকির পোলারা আমার এমবি পেরত দে,0
পুরা নাটক  মজার  ছিল  কিনতু  শেষ টা পচা  ছিল,0
নাটকটা মোটামুটি ভালো লাগলো বেশি ভালো না,0
আবারো মুগধ হলাম অপূরবর কাহিনী দেখে,1
শেশের সিন গুলা ভালো ছিলো,1
কমনপুরাতন কাহিনী তেমন একটা ভাল লাগেনি রেটিং ,0
সসতা পরেডিকটেড কাহিনী  সলো সকরীন পলে,0
বৃনদাবন দাস এর নাটক অসাধারণ,1
সসতা কাহিনী আর নাটকের মান খুবই নিচু,0
বোঝে না খেত বোকা নিরবোধ,0
অসাধারণ নাটকখুবই সুনদর অভিনয়  ,1
খুব সুনদর হইছে সবাইকে  দেখার অনুরধ রইলো,1
মন থেকে ভালোবাসা ভাই আপনার জনয,1
আরিয়ানের নাটক গুলা সতযিই খুব ভাল হয়,1
নাটকটা অসাধারন কিনতু দশ বছরের ছেলে কি ভাবে কলেজে পরে,1
খুব সুনদর রুচিশীল একটা নাটক,1
এটা কোন বালের নাটক হইলো  এসব কি,0
নাটকে কিছু নোংরামি দেখানো হইছে,0
ছোট বেলায় থেকে পাকনা মেয়েটা রবীনদরনাতের বই পড়ে ,0
এমন একটা পিচচির পরেমে আমি পড়ছিলাম,1
বরতমানে বাংলাদেশের সবচেয়ে জনপরিয় নাটক অভিনেতা আফরান নিশো,1
বৃনদাবন দাসের তুলনা ওনি নিজেই অসাধারণ একজন নাটযকার,1
এর বেষট এর থেকেও বেষট হবে নাটক টা,1
নতুন অভিনয়শিলপী অভারএযাকটিং,0
এই ঈদের সেরা নাটকের একটি  ভালোবাসা নিরনতর বাননাভাই,1
এত ফালতু নাটক হতে পারে  পরিচালক   একটা বাল বানাইছে,0
এর অনয কিছু টরাই করা উচিৎ এসব  আর চলেনা,0
বাংলা নাটক গুলো  বছর আগের চালচিতরের  মত অশলীলতায়,0
খুব ভালো লাগলখুশির অভিনয় অসাধারণ হয়েছে,1
অনেক মজা পাইলাম নাটক দেকে হাই আমার জানু  আমার লগে দুসটমি করে,1
আগে যাই দেখতে ঠিক ছিলা মুটা হয়ে কি হয়ছে,0
খুব কষট লেগেছে সতযিই গলপটা অনেক সুনদর,1
বালছাল করে এগুলা  সালারপুত নাটক থেকে অবসর নে,0
জুটি ভালো পরিচালকের লেখা ভালো ছিলো না,0
এক কথাই অসাধারনঅভিরাম ভালবাসা নিশো ভাই ও তিশা আপু,1
ফালতু নাটকতার মত একজন ভাল অভিনেতা এমন ফালতু নাটক করে কিভাবে,0
অসাধারণ সুনদর লাগছে রিয়াজ ভাই আমার পরিয় নায়ক,1
খুব সুনদর টেলিফিলম অপূরবর এখন পরযনত সেরা অভিনয়,1
পুরো বাসতব জীবন কে তুলে ধরেছেএক কথাই অসাধারন,1
অসাধারণ হইছে ওমি ভাইধনযবাদ,1
মিনারের গান টা অনেক ভালো ছিলো,1
খানকির পোলার নাটক দেখা মানে সময়টা নষট হওয়া,0
নিশো দাদার নাটক গুলো খুবই ভালো লাগে,1
ফালতু হইছে কি সব নাটক করে মোশাররফ,0
এই পরথম কোনো নাটকে নামাজের কথা শুনলাম নিশু বস অল দা বেসট,1
অনেক ধনযবাদ এই রকম সুনদর নাটক উপহার দেয়ার জনয,1
নাটকটা দেখে অনেক ভালো লাগলো,1
মুভির  সাথে অনেকটা মিলে যায়তবে ভালো লাগছে,1
অসাধারণ লাগলো নাটকটি তবে নামাজের অংশ টুকু ছিলো অসাধারণ,1
অসাধারণ ও সময় উপযোগী,1
ছেলেরা রাগ করলে হয় বাদশাহ আর মেয়েরা রাগ করলে হয় বেশাহ,0
ভালো লাগেনি  ফানি ভিডিও বলা যায়  নাটক নয় ,0
নাটক টি অনেক সুনদর দেখতে খুব ভালো লাগল,1
এইটাও নাটককাহিনির এতো অভাব,0
মিল দেওয়াতে নাটকের মজা পাইনি,0
এরকম ফালতু নাটক মোশারফ করিম কযামনে করে সেটাই পরশন,0
এটা খুব একটা ভাল লাগে নি আগের গুলোই ভালো ছিল,0
নামাযের চাবি ওযু আর বেহেসতের চাবি নামায,1
নামাজের উপদেশ দেওয়াতেই খুবই ভালো লাগলো,1
খুশি আপু হাজার বছর বেঁচে থাকুক,1
ওয়াও ঈদের পরথম ভালো লাগার মতো উপহার,1
আপু শাড়ী তে ভালো  ছোট পোসাকে না,0
ফালতু একটা নাটুকযত সব আজাইরা,0
নাটকের মধযে ভাষা খারাপ কেন ছি ছি ছি,0
কফি হয়েছে অনেকটা তবে অনেক সুনদর নাটকটি ইনজয় করেছি খুব,1
ভালো লাগে নাই এই নাটকটা,0
নাটকে গলপের ঠাডা পরছে তাই যা খুসি তাই দেখাইতেছে,0
খুব খুব ভালো লাগছে ফরেনডশিপ টা,1
শুভ অনেক ভদর এবং নামাজি অনেক ভালো লেগেছে,1
অনেকদিন পর এত সুনদর টেলিফলিম দেখলাম,1
অপূরব ভাই  এর দুইটা নাটক দেখে চোখেজলচলেআসল,1
এই রকম ভাড়ামী শুধু গোপাল ভাড়কেই মানায়,0
সুনদর নামাজ এর দাওয়াত দেয়া হল,1
ভালোবাসা কথাটা বলা সহজ   এভাবে ভালোবাসাটা কঠিন,1
এখন মোশাররফ মানেই ফালতু নাটক,0
জোর করে হাসানোর চেষটা ফালতু,0
সতযিই অসাধারণ হয়েছে ধনযবাদ নিশো ভাই,1
শামীম নিজের জায়গাটা দরে রকতে পারবে না ফালতু কাজের জনয,0
এর সেরা নাটক হবে এই টা আমি মনে করি,1
বালের নাটককনসেপট টাই ফালতু,0
অাপনার মুখের হাসি টা খুব মিষিট,1
আসাধারন অভিনয় দুই জনেয় সেরা,1
এমন বেয়াদব ছেলে হাইরে নিজের জনয ফযামিলিকেবাজে কনসেপট,0
 এ তিশার ডরেস আপটা অদভুত ছিল,0
কি বালের কাহিনি একটা কি হইল এইটা,0
আচছা  টেলিফিলমের নামটা এমন কেন,1
বাবা  নিছএইগুলা কি ফাজলামোর একটা লিমিট আছে,0
নিশো ভাইয়া অনেক মজার নাটক টা,0
যদি সতযি বলি তাহলে নাটকটি সতযিই আবালি হয়েছে,0
যারা এই নাটকের মধযে ডিসলাইক দিয়েছে তা হল বেয়াদপ,0
এমন ফালতু নাটকে শবনম ফারিয়া,0
বালের নাটক সব নাটক এ এক কাহিনি,0
ঈদের সেরা তিনটি নাটকের মধযে এটি একটি হতে পারে,1
অসাধারণ হয়েছে ভাই টাঙগাইলের ছেলে বলে কথা,1
অশালিন নাটক সমাজ ধবংস কারি,0
কপালে ভালোবাসা নাই জিবনটা পুরাই  একলা,0
বেষট সিন লাষট মোমেনট,1
অনেক সুনদর একটা নাটক ভাইয়া,1
খুব ই বাজে এমবি টুকুন ই নষট,0
শামিম ভাই নাটক সতযি অসাধারণ,1
অনেক সুনদর দেখে মনটা ভাল হয়ে গেছে,1
আসতা একটা বাজে নাটক সবটাই পাগল ছাগল,0
নামাজের আগরহটা দেখে অনেক ভালো লাগলো,1
অপূরবের নাটক সব সময় অপূরবই হয়,1
সতযি চোখে পানি এসে গেলসতযিকারের ভালবাসা এমনই হয়,1
অনেক সুনদর ভাইপরের নাটকের জনয অপেকষা করতেছি,1
নাটকের সেষ সংলাপটা ভালো লাগল না,0
ফালতু একটা নাটকমেজাজ গরম কইরা দিসে,0
তানজিন তিশা অভিনয়টা ওর সাথে যায় না,0
নাটকের অভিনয়ের সাথে মিউজিক মিলেনাই,0
বোঝেনা খযাত বোকা নিরবোধ,0
কি বলববলার ভাষা নাইঅসাধারন,1
আখম হাসান নাটক দেখার মজাই আলাদা যাদের ভাল লাগছে তারা লাইক দিন,1
অসাধারণ নিশোভাইসযাকরিফাইস,1
ফালতু  আগা মাথা কিচচু নাইনাটক এর,0
সব নাটকের লাসটে কেনো জে টিওমার জে দেই,0
দযাটস নট গুডঅশলীলতায় ভরপুর,0
ফিনিশিং টা ভালো লাগলো না,0
অসথির নাটক বাবা লাইক  দেন যারা শামিমকে ভালোবাসেন,0
আমাদের নাটযজগতের লোকজনের এই দূরবসথা আফসোস,0
অসাধারণ একটা নাটক দেখলাম নিরমাতা কে অনেক ধনযবাদ,1
সবাই একসময় যোগয হয় শুধু সময়ের বযাপার  সুনদর,1
নিশো ভাই অভিনেতা হিসাবে সেরা আবারও পরমান হয়ে গেল,1
সবচেয় বাজে নাটক গুলার মধযে একটা৷,0
অনেকদিন পর মেহেজাবিন আপুর নাটক দেখে খুব ভালো লাগলো,1
গান গুলো নাটকের সাথে মিলে গেছে তাই বেশী ভালো লাগলো,1
নাটকের একটা বযারথতা যে আগে থেকেই জানতাম কি হবে,0
সারা নাটকে তানজিন তিসা শুধু পুটকিই দেখাইলো,0
আমার কাছে ভালো লাগে অপুব নাটক,1
নাটকটি ভাল লাগল  এ রকম পজেটিভ নাটকই চাই,1
এর চেয়ে জঘনযতম নাটক হওয়া সমভব না,0
সসতা বিনোদন ছাড়া আর কিছুই না,0
কোন সকরিপই ভালো না ফালতু,0
এই ঈদে আবারও পরমাণিত হলো আমাদের নাটকই সেরা,1
সময় নষট করলাম তর বাপের পা দিয়া কাচচি সালা,0
শামীম ভাইয়া চিল বড়োঅসাধারণ বস,1
নাটকের রাজা বাংলাদেশএকমত হলে লাইক দিন,1
খুব ভালতবে ফিনিশিংটা অনয ভাবে দিলে আরো ভাল হতো,1
অপূরব মানেই অসাধারণ সব নাটক,1
সতযি অসাধারণ একটা নাটকশামিম ভাই    ,1
অসাধারণ সুনদর হইছে লাভ ইউ নিশো ভাই,1
হায়রে কপাল এটাই দেখার বাকী ছিল,0
নিশোকে অনেকদিন পর এত ফরেশ লাগছে ,1
মীর ভাই অভিনয় মনে হয় ভূলে গেছে,0
কেমনে পারেন এতো মজার নাটক করতে ভাই,0
আমি শিলিগুড়ি থেকে বলছি আমি অপূরব ভাই এর বিশাল বণধূ,1
বালের নাটকএইসব আচোদা কাহিনী দেখে সময়টাই লস,0
আসুন আমরা বেশি করে ডিসলাইক দেই,0
এই রোকম নাটক কখনো আশা করিনি,0
একটুও ভালো লাগেনি  সসতা ভাড়ামী ছাড়া আর কিছু না ,0
কমেনট করার জনয ভাষা খুঁজে পাচছিনা না,1
নামাজ পড়তে উপদেশ দিচছেন এইটাই আমাদের বড় পাওয়া,1
নাটক টা কিনত বেশ ভালোই লেগেছে,1
বাংলা নাটকে অশলীলতা দিনদিন বেডেই চলছে,0
